0 0.739023 
1 0.770783 
2 0.787101 
3 0.779542 
4 0.751986 
5 0.720095 
6 0.705747 
7 0.720516 
8 0.752735 
9 0.780376 
10 0.787209 
11 0.770110 
12 0.737554 
13 0.708817 
14 0.704386 
15 0.727661 
16 0.760893 
17 0.783015 
18 0.785648 
19 0.773393 
20 0.758766 
21 0.756211 
22 0.771284 
23 0.795981 
24 0.814397 
25 0.813097 
26 0.786743 
27 0.742500 
28 0.702095 
29 0.693818 
30 0.724575 
31 0.769631 
32 0.800760 
33 0.802658 
34 0.774457 
35 0.729824 
36 0.696138 
37 0.700159 
38 0.738318 
39 0.781415 
40 0.804017 
41 0.795149 
42 0.758813 
43 0.714070 
44 0.691466 
45 0.710100 
46 0.753920 
47 0.792098 
48 0.803907 
49 0.783887 
50 0.741529 
51 0.701308 
52 0.693515 
53 0.724988 
54 0.770165 
55 0.800306 
56 0.800318 
57 0.770197 
58 0.725093 
59 0.693757 
60 0.701683 
61 0.741966 
62 0.784373 
63 0.804464 
64 0.792757 
65 0.754689 
66 0.710810 
67 0.691887 
68 0.714150 
69 0.758753 
70 0.795197 
71 0.804244 
72 0.781797 
73 0.738551 
74 0.699984 
75 0.695563 
76 0.729167 
77 0.773972 
78 0.802132 
79 0.799746 
80 0.767910 
81 0.722725 
82 0.693393 
83 0.703946 
84 0.745192 
85 0.786664 
86 0.804846 
87 0.791150 
88 0.751951 
89 0.708618 
90 0.692019 
91 0.716433 
92 0.761272 
93 0.796378 
94 0.803420 
95 0.779107 
96 0.735207 
97 0.697994 
98 0.696411 
99 0.731776 
100 0.776227 
101 0.802504 
102 0.797762 
103 0.764160 
104 0.719008 
105 0.692204 
106 0.706104 
107 0.748620 
108 0.788905 
109 0.804538 
110 0.788236 
111 0.747640 
112 0.705496 
113 0.692512 
114 0.719992 
115 0.765127 
116 0.798246 
117 0.802389 
118 0.775680 
119 0.731217 
120 0.696284 
121 0.698531 
122 0.735996 
123 0.779691 
124 0.803503 
125 0.795952 
126 0.760487 
127 0.715708 
128 0.691901 
129 0.709149 
130 0.752557 
131 0.791328 
