0 1.295242
1 1.296800
2 1.299157
3 1.302130
4 1.305493
5 1.309012
6 1.312438
7 1.315545
8 1.318140
9 1.320052
10 1.321151
11 1.321357
12 1.320650
13 1.319045
14 1.316598
15 1.313392
16 1.309573
17 1.305360
18 1.301045
19 1.296942
20 1.293360
21 1.290665
22 1.289285
23 1.289641
24 1.291994
25 1.296338
26 1.302382
27 1.309656
28 1.317632
29 1.325795
30 1.333684
31 1.340889
32 1.347040
33 1.351823
34 1.354989
35 1.356373
36 1.355902
37 1.353599
38 1.349578
39 1.344048
40 1.337303
41 1.329716
42 1.321727
43 1.313822
44 1.306510
45 1.300284
46 1.295582
47 1.292749
48 1.291994
49 1.293377
50 1.296792
51 1.301985
52 1.308581
53 1.316119
54 1.324098
55 1.332013
56 1.339386
57 1.345796
58 1.350891
59 1.354405
60 1.356151
61 1.356040
62 1.354076
63 1.350352
64 1.345059
65 1.338476
66 1.330963
67 1.322958
68 1.314948
69 1.307446
70 1.300960
71 1.295943
72 1.292766
73 1.291662
74 1.292712
75 1.295837
76 1.300799
77 1.307237
78 1.314696
79 1.322673
80 1.330657
81 1.338164
82 1.344760
83 1.350081
84 1.353844
85 1.355854
86 1.356010
87 1.354306
88 1.350827
89 1.345753
90 1.339349
91 1.331962
92 1.324019
93 1.315991
94 1.308391
95 1.301724
96 1.296457
97 1.292970
98 1.291525
99 1.292227
100 1.295025
101 1.299709
102 1.305933
103 1.313261
104 1.321195
105 1.329218
106 1.336841
107 1.343618
108 1.349171
109 1.353204
110 1.355509
111 1.355969
112 1.354559
113 1.351353
114 1.346516
115 1.340300
116 1.333041
117 1.325153
118 1.317104
119 1.309399
120 1.302550
121 1.297033
122 1.293251
123 1.291487
124 1.291879
125 1.294404
126 1.298868
127 1.304948
128 1.312213
129 1.320166
130 1.328287
131 1.336074

